TeamID,TeamName,Season,games,win_pct,avg_margin,avg_score,avg_allowed,recent_win_pct,recent_margin,off_eff,def_eff,net_eff,ast_rate,tov_rate,ft_rate,three_share,home_win_pct,away_win_pct,neutral_win_pct,conference_net_eff,conference_win_pct,massey_pct,massey_system_count
1101,Abilene Chr,2026,26,0.38461538461538464,-5.076923076923077,68.26923076923077,73.34615384615384,0.3,-1.6,100.6450006768117,107.55399086248629,-6.908990185674576,18.737291488121556,17.7254421355396,0.40456327132888137,0.10655073318387442,0.6,0.21428571428571427,0.5,-1.514850387482213,0.5041547122827911,0.37762957537720443,52.0
1102,Air Force,2026,29,0.10344827586206896,-17.620689655172413,62.241379310344826,79.86206896551724,0.0,-23.6,93.35694332479994,120.09203772170768,-26.73509439690773,18.733376186222625,16.914099784807615,0.3596226924133906,0.13513258148149737,0.17647058823529413,0.0,0.0,2.6738112088245014,0.5473719819984187,0.07239937354531664,52.0
1103,Akron,2026,27,0.8148148148148148,12.25925925925926,88.22222222222223,75.96296296296296,0.9,11.3,123.25444786474154,106.1957519870116,17.058695877729924,25.759669664788802,13.636015355440984,0.3019847987288031,0.17426545909731586,1.0,0.7272727272727273,0.5,-0.3291263102964248,0.5042230340638828,0.8129526164036174,52.0
1104,Alabama,2026,29,0.7586206896551724,9.068965517241379,92.13793103448276,83.06896551724138,0.9,7.9,120.54898246432657,108.70111803769892,11.847864426627654,21.561473563590546,11.089380142232738,0.3750454857827492,0.19500125237163674,0.7857142857142857,0.7777777777777778,0.6666666666666666,9.201375003008948,0.6155326354679803,0.9261850204589931,55.0
1105,Alabama A&M,2026,26,0.5,-3.0,70.73076923076923,73.73076923076923,0.6,1.5,105.37935545104531,109.69024199433314,-4.310886543287809,15.937847101921571,14.243773942269131,0.45312747122820046,0.11721978499440086,0.6666666666666666,0.3333333333333333,0.5,-10.920892405560878,0.3568054444491226,0.21234599173218774,52.0
1106,Alabama St,2026,28,0.32142857142857145,-5.964285714285714,72.32142857142857,78.28571428571429,0.4,-1.3,101.83452628125232,110.31058786863134,-8.476061587379023,16.505079070222113,16.172011897874267,0.3625424345223829,0.12682234169786707,0.6666666666666666,0.21052631578947367,0.3333333333333333,-10.920892405560878,0.3568054444491226,0.13035309000798992,52.0
1107,SUNY Albany,2026,27,0.2962962962962963,-5.592592592592593,68.88888888888889,74.48148148148148,0.4,0.1,104.85997388604012,112.22329758164773,-7.3633236956076065,19.58826169230552,15.33851560769023,0.2668925122753881,0.12189573070256772,0.4444444444444444,0.26666666666666666,0.0,-7.577843206934095,0.3732061184168464,0.13019343670028602,52.0
1108,Alcorn St,2026,28,0.25,-14.142857142857142,67.60714285714286,81.75,0.4,-4.1,97.90467737687939,117.2472651286283,-19.342587751748898,16.479365621436266,18.210453663425035,0.2994029229836351,0.11963509934898837,0.5714285714285714,0.1,1.0,-10.920892405560878,0.3568054444491226,0.07982650910733104,52.0
1110,American Univ,2026,29,0.4827586206896552,-0.6551724137931034,71.93103448275862,72.58620689655173,0.3,0.7,108.36139691875911,108.66791646355028,-0.3065195447911763,19.233160917435953,14.422469748343618,0.2961706397755989,0.15561549512416856,0.6,0.35714285714285715,0.5,-4.375062028307722,0.4262736373748609,0.3451714644680925,52.0
1111,Appalachian St,2026,29,0.5862068965517241,2.413793103448276,69.20689655172414,66.79310344827586,0.7,7.4,106.79489296544764,103.29549346799284,3.4993994974548177,17.738780400079186,12.179754012550069,0.3935132804850648,0.14348608373580293,0.6923076923076923,0.4666666666666667,1.0,-2.1151003888631705,0.4834684040468245,0.5423386676547899,52.0
